  mype,      init,    upsend,    dnsend,    weight,    hfiltT,     hfilt,    vfiltT,     vfilt,     bocoT,      boco,   filt2an,     aintp,      intp,   an2filt,    output,     total,  multiply,  ifc_mult,   ifc_reg,  ifc_fset,preprocess,anal_to_fi, filtering,filt_to_an,postproces,    icount
    88,    0.0000,   34.9867,  238.5532,    4.3383,   67.4707,   66.4485,   11.3067,   10.8965,   31.0891,   20.1997,    0.0000,    0.0000,    0.0000,  108.8522,    0.0000,    0.0000,  687.4300,  688.2294,    0.0550,    0.1224,   12.1099,  110.5703,  486.1998,   60.1105,   14.8375,      3060
    89,    0.0000,   36.6841,  237.7461,    4.2784,   67.6412,   66.9023,   11.4954,   11.4687,   29.3161,   19.6700,    0.0000,    0.0000,    0.0000,  107.9427,    0.0000,    0.0000,  690.9952,  691.8044,    0.0547,    0.1202,   12.1504,  109.9838,  486.1732,   64.0028,   14.7263,      3060
    90,    0.0000,   33.0804,  241.1546,    4.5078,   67.4793,   66.8667,   11.5998,   11.4986,   32.6679,   19.5957,    0.0000,    0.0000,    0.0000,  107.4699,    0.0000,    0.0000,  691.4160,  692.2269,    0.0552,    0.1209,   12.4475,  109.6734,  489.3883,   60.7748,   14.5632,      3060
    91,    0.0000,   34.4620,  242.1601,    4.2602,   67.8409,   66.7718,   11.5030,   11.4130,   31.7463,   19.2848,    0.0000,    0.0000,    0.0000,  107.5314,    0.0000,    0.0000,  692.1645,  692.9734,    0.0560,    0.1232,   12.5542,  109.6307,  490.3846,   61.3272,   13.6685,      3060
    92,    0.0000,   33.1613,  244.2568,    4.5503,   67.4126,   66.8744,   11.5831,   11.3487,   32.4218,   17.6068,    0.0000,    0.0000,    0.0000,  108.3823,    0.0000,    0.0000,  692.5412,  693.3568,    0.0551,    0.1219,   12.4300,  110.1709,  490.1302,   62.1617,   13.2152,      3060
    93,    0.0000,   36.0247,  242.8175,    4.3172,   67.5864,   66.5001,   11.5010,   11.4449,   28.4305,   19.8170,    0.0000,    0.0000,    0.0000,  107.5476,    0.0000,    0.0000,  692.0449,  692.8375,    0.0529,    0.1190,   12.1937,  109.3066,  489.3669,   63.6050,   13.2697,      3060
    94,    0.0000,   31.5652,  243.3300,    4.1183,   67.5056,   66.4824,   11.4971,   11.4676,   32.0661,   20.1705,    0.0000,    0.0000,    0.0000,  107.6710,    0.0000,    0.0000,  691.3658,  692.1604,    0.0542,    0.1204,   12.0797,  109.7469,  489.1317,   62.0866,   14.1569,      3060
    95,    0.0000,   32.0705,  240.5370,    4.0985,   67.5329,   66.5920,   11.4812,   11.5383,   29.0189,   21.6870,    0.0000,    0.0000,    0.0000,  108.1071,    0.0000,    0.0000,  691.2107,  692.0093,    0.0614,    0.1178,   12.4094,  110.0771,  485.4705,   64.1777,   14.4542,      3060
    96,    0.0000,   28.7048,  241.4446,    3.8349,   67.2627,   66.7577,   11.4604,   11.6991,   34.0912,   19.9540,    0.0000,    0.0000,    0.0000,  106.3370,    0.0000,    0.0000,  687.3547,  688.1608,    0.0542,    0.1202,   12.4014,  108.2184,  486.1737,   59.9722,   15.8550,      3060
    97,    0.0000,   38.2563,  226.9778,    0.6688,   66.8670,   64.7315,   10.7150,    9.9244,   29.2467,   23.9019,    0.0000,    0.0000,    0.0000,  110.4216,    0.0000,    0.0000,  645.4081,  646.2132,    0.0540,    0.1163,    6.0638,  111.2694,  472.1592,   47.2441,    7.9591,      3060
    98,    0.0000,   41.3491,  234.8353,    4.9501,   69.8091,   70.1403,   12.1244,   12.3516,   21.5403,   16.9408,    0.0000,    0.0000,    0.0000,  103.8276,    0.0000,    0.0000,  687.5833,  688.2448,    0.0778,    0.1498,   13.8089,  107.3548,  484.7652,   57.9139,   18.9521,      3060
    99,    0.0000,   47.5630,  237.5555,    5.6236,   68.1208,   67.6955,   11.6211,   11.5062,   16.0797,   17.5951,    0.0000,    0.0000,    0.0000,  109.5548,    0.0000,    0.0000,  690.2650,  690.9147,    0.0775,    0.1459,   12.9039,  111.7925,  483.9682,   60.2888,   17.0340,      3060
   100,    0.0000,   47.9719,  239.8254,    6.0483,   68.0186,   67.8010,   11.6324,   11.3599,   16.4564,   17.6351,    0.0000,    0.0000,    0.0000,  109.5520,    0.0000,    0.0000,  692.9897,  693.6343,    0.0790,    0.1469,   12.8518,  111.7364,  487.3554,   60.7467,   16.0895,      3060
   101,    0.0000,   49.6268,  239.8000,    6.1865,   68.0543,   67.8324,   11.6012,   11.3217,   16.1396,   16.5178,    0.0000,    0.0000,    0.0000,  110.8113,    0.0000,    0.0000,  693.1806,  693.8220,    0.0772,    0.1479,   12.5390,  112.9662,  487.7423,   60.9857,   15.4419,      3060
   102,    0.0000,   38.2149,  239.7848,    5.8536,   67.5279,   67.9849,   11.7528,   11.6267,   27.3558,   17.6247,    0.0000,    0.0000,    0.0000,  109.6866,    0.0000,    0.0000,  695.2391,  695.8940,    0.0779,    0.1561,   13.1328,  111.7448,  488.3497,   62.6599,   14.8377,      3060
   103,    0.0000,   49.2139,  239.7725,    5.5549,   67.7854,   67.8390,   11.7715,   11.6029,   16.2919,   18.3636,    0.0000,    0.0000,    0.0000,  108.6991,    0.0000,    0.0000,  695.0598,  695.7155,    0.0777,    0.1541,   12.9190,  111.5236,  488.8118,   62.2939,   15.3107,      3060
   104,    0.0000,   47.7059,  241.7996,    5.8004,   67.8606,   67.9388,   11.7963,   11.5127,   17.4308,   18.2335,    0.0000,    0.0000,    0.0000,  108.1443,    0.0000,    0.0000,  695.6078,  696.2619,    0.0768,    0.1566,   13.6075,  110.6750,  490.6877,   60.9225,   14.9488,      3060
   105,    0.0000,   49.3373,  241.9729,    5.7222,   67.8533,   67.8530,   11.7315,   11.5390,   16.6885,   17.4810,    0.0000,    0.0000,    0.0000,  110.5715,    0.0000,    0.0000,  696.0404,  696.6992,    0.0771,    0.1553,   12.5387,  112.8453,  490.8689,   62.0784,   13.8794,      3060
   106,    0.0000,   37.6499,  243.8226,    4.8265,   67.4199,   67.4327,   11.6092,   11.6323,   30.2414,   16.3840,    0.0000,    0.0000,    0.0000,  109.2699,    0.0000,    0.0000,  696.0325,  696.6799,    0.0766,    0.1513,   13.0704,  111.1936,  491.6110,   61.8963,   13.7030,      3060
   107,    0.0000,   50.4960,  244.0120,    5.3488,   67.7425,   67.3330,   11.6262,   11.6573,   14.6438,   18.7265,    0.0000,    0.0000,    0.0000,  107.8722,    0.0000,    0.0000,  695.6115,  696.2691,    0.0787,    0.1517,   12.8022,  110.5967,  492.1922,   61.3796,   14.3801,      3060
   108,    0.0000,   45.3330,  244.2630,    5.7061,   67.6087,   67.4377,   11.5864,   11.7621,   19.7644,   17.4192,    0.0000,    0.0000,    0.0000,  109.6583,    0.0000,    0.0000,  695.2133,  695.8760,    0.0782,    0.1574,   12.4062,  112.2332,  491.4835,   60.9606,   14.7194,      3060
   109,    0.0000,   46.5579,  242.6790,    5.5938,   67.7146,   67.4043,   11.6224,   11.7803,   17.7899,   17.8811,    0.0000,    0.0000,    0.0000,  108.8793,    0.0000,    0.0000,  695.0390,  695.7029,    0.0804,    0.1547,   13.2894,  110.7790,  489.6310,   61.5062,   15.0000,      3060
   110,    0.0000,   33.3234,  241.6900,    5.2591,   67.0521,   66.9373,   11.6323,   11.3743,   32.8348,   16.2830,    0.0000,    0.0000,    0.0000,  108.4939,    0.0000,    0.0000,  689.3255,  689.9752,    0.0763,    0.1578,   12.9831,  110.7084,  486.9524,   58.5132,   16.7539,      3060
   111,    0.0000,   50.8729,  234.6243,    2.8790,   67.4778,   66.9846,   11.7641,   11.4538,   12.5045,   20.0179,    0.0000,    0.0000,    0.0000,  102.8318,    0.0000,    0.0000,  682.6908,  683.3448,    0.0768,    0.1551,   13.5948,  106.0992,  479.1821,   59.9012,   19.5500,      3060
   112,    0.0000,   48.9578,  237.8501,    4.0509,   67.3664,   66.8106,   11.7905,   11.4885,   20.3683,   20.5762,    0.0000,    0.0000,    0.0000,   98.4961,    0.0000,    0.0000,  681.2587,  681.9168,    0.0782,    0.1558,   13.3446,  102.1607,  489.8881,   52.7468,   18.8209,      3060
   113,    0.0000,   47.0477,  238.8058,    4.7445,   67.1328,   66.6573,   11.6356,   11.2070,   21.0955,   20.1727,    0.0000,    0.0000,    0.0000,  104.0154,    0.0000,    0.0000,  685.3440,  685.9943,    0.0801,    0.1532,   13.0962,  105.9919,  489.0503,   55.2449,   17.9526,      3060
   114,    0.0000,   44.8411,  235.8705,    3.2824,   66.9151,   66.5252,   10.7751,   11.1288,   26.7328,   23.1525,    0.0000,    0.0000,    0.0000,  103.3798,    0.0000,    0.0000,  688.0094,  688.6603,    0.0797,    0.1540,   11.4890,  105.2259,  489.8395,   61.2972,   15.9690,      3060
   115,    0.0000,   53.3938,  238.3722,    3.5135,   67.2037,   66.5068,   10.8379,   10.9495,   17.6282,   23.6276,    0.0000,    0.0000,    0.0000,  103.1408,    0.0000,    0.0000,  689.1240,  689.7709,    0.0789,    0.1511,   11.6110,  105.1074,  492.6171,   59.8105,   15.6450,      3060
   116,    0.0000,   50.8884,  237.5056,    3.7470,   67.0150,   66.4514,   10.8794,   11.0421,   20.0910,   23.8495,    0.0000,    0.0000,    0.0000,  104.9514,    0.0000,    0.0000,  689.8539,  690.4924,    0.0765,    0.1527,   11.3272,  106.6348,  492.0405,   61.0886,   14.9519,      3060
   117,    0.0000,   54.5829,  237.3181,    3.9094,   67.0757,   66.3767,   10.8433,   10.8558,   18.6866,   22.7033,    0.0000,    0.0000,    0.0000,  101.3715,    0.0000,    0.0000,  689.8877,  690.5257,    0.0763,    0.1492,   11.8415,  103.7058,  492.9539,   62.0405,   14.5886,      3060
   118,    0.0000,   42.2009,  238.8500,    3.9289,   66.7028,   66.3946,   10.7042,   11.3220,   27.5487,   23.0224,    0.0000,    0.0000,    0.0000,  105.0268,    0.0000,    0.0000,  691.1184,  691.7627,    0.0775,    0.1538,   12.0405,  107.2970,  491.2644,   61.7393,   14.0632,      3060
   119,    0.0000,   48.3539,  239.1336,    3.6493,   67.1144,   66.4033,   10.8389,   11.0981,   17.9026,   24.5735,    0.0000,    0.0000,    0.0000,  110.0570,    0.0000,    0.0000,  691.2373,  691.8822,    0.0763,    0.1492,   11.3839,  111.6593,  489.6334,   60.9060,   14.0249,      3060
   120,    0.0000,   47.6604,  240.8717,    3.4773,   67.1551,   66.4236,   10.8002,   11.1188,   19.6104,   23.1834,    0.0000,    0.0000,    0.0000,  107.6531,    0.0000,    0.0000,  690.9513,  691.5974,    0.0772,    0.1538,   11.7737,  109.4319,  490.8703,   60.8507,   13.6660,      3060
   121,    0.0000,   51.3067,  239.3724,    3.3643,   67.0024,   66.4514,   10.7028,   10.9279,   17.3804,   22.8756,    0.0000,    0.0000,    0.0000,  104.7830,    0.0000,    0.0000,  690.4568,  691.1081,    0.0782,    0.1516,   12.0733,  107.0294,  489.9894,   62.1639,   14.3604,      3060
   122,    0.0000,   45.2069,  238.5158,    3.3613,   66.9091,   65.9225,   10.6893,   10.6016,   22.7519,   22.5905,    0.0000,    0.0000,    0.0000,  107.3016,    0.0000,    0.0000,  685.3061,  685.9454,    0.0794,    0.1491,   11.7514,  108.9677,  487.0928,   58.7462,   14.3959,      3060
   123,    0.0000,   51.7772,  236.4897,    3.3485,   67.2974,   65.9352,   10.6472,   10.7147,   15.6350,   22.8364,    0.0000,    0.0000,    0.0000,  108.6331,    0.0000,    0.0000,  684.7737,  685.4089,    0.0776,    0.1479,   11.3895,  110.1433,  485.2218,   59.3683,   15.0777,      3060
   124,    0.0000,   50.7178,  239.3971,    3.2347,   67.1184,   66.1090,   10.6053,   10.8504,   18.3049,   19.7497,    0.0000,    0.0000,    0.0000,  105.3853,    0.0000,    0.0000,  682.4587,  683.1056,    0.0771,    0.1578,   11.9607,  106.9201,  486.6616,   55.8775,   16.5616,      3060
   125,    0.0000,   55.6381,  227.9395,    2.1319,   67.1869,   66.1460,   10.6458,   10.6015,   12.2839,   21.6130,    0.0000,    0.0000,    0.0000,  102.6214,    0.0000,    0.0000,  673.7906,  674.4498,    0.0778,    0.1556,   11.7325,  104.6048,  474.8173,   59.1874,   19.1963,      3060
   126,    0.0000,   54.4654,  233.9367,    2.3586,   66.9940,   65.9235,   10.8367,   10.7656,   16.5054,   20.0654,    0.0000,    0.0000,    0.0000,  100.6464,    0.0000,    0.0000,  674.7337,  675.3856,    0.0769,    0.1537,   11.8624,  102.4838,  482.4886,   55.0879,   18.3591,      3060
   127,    0.0000,   50.1627,  232.9451,    2.8261,   67.0886,   65.6316,   10.5877,   10.5206,   16.3529,   22.5323,    0.0000,    0.0000,    0.0000,  106.6975,    0.0000,    0.0000,  679.7419,  680.4003,    0.0770,    0.1574,   11.9899,  108.2047,  479.1969,   58.4860,   17.2188,      3060
   128,    0.0000,   53.6940,  236.7290,    3.1835,   67.3049,   65.7317,   10.6281,   10.4194,   14.8165,   20.6910,    0.0000,    0.0000,    0.0000,  106.6982,    0.0000,    0.0000,  683.8599,  684.5072,    0.0771,    0.1546,   11.4328,  108.4954,  483.7720,   60.0739,   16.0316,      3060
   129,    0.0000,   55.4979,  237.9123,    3.2284,   67.1879,   65.9700,   10.5901,   10.2940,   15.1945,   19.4289,    0.0000,    0.0000,    0.0000,  106.2170,    0.0000,    0.0000,  684.4990,  685.1491,    0.0791,    0.1535,   11.6003,  108.1187,  485.9045,   60.1549,   14.7535,      3060
   130,    0.0000,   52.1097,  241.6080,    4.4822,   67.3158,   67.3002,   10.7424,   11.7442,   16.6315,   18.4316,    0.0000,    0.0000,    0.0000,  106.7594,    0.0000,    0.0000,  694.1900,  694.8445,    0.0765,    0.1560,   12.6265,  108.7923,  491.0171,   61.3858,   15.8255,      3060
   131,    0.0000,   54.6245,  244.0143,    4.5209,   67.6094,   67.2304,   10.7033,   11.5474,   14.7565,   18.3361,    0.0000,    0.0000,    0.0000,  105.3369,    0.0000,    0.0000,  694.7938,  695.4420,    0.0772,    0.1542,   12.7136,  107.5197,  493.9909,   60.1731,   15.5953,      3060
   132,    0.0000,   53.0742,  244.9491,    4.8173,   67.4224,   67.3070,   10.7557,   11.5231,   17.3987,   16.7425,    0.0000,    0.0000,    0.0000,  105.6836,    0.0000,    0.0000,  695.0509,  695.6895,    0.0771,    0.1488,   12.3223,  107.8751,  494.6229,   60.7010,   15.1646,      3060
   133,    0.0000,   50.8943,  241.0383,    4.8586,   67.5346,   67.5152,   10.9195,   11.6143,   16.4876,   18.1771,    0.0000,    0.0000,    0.0000,  111.4729,    0.0000,    0.0000,  695.1695,  695.8084,    0.0773,    0.1479,   11.9674,  112.7507,  489.7033,   63.2319,   13.8557,      3060
   134,    0.0000,   48.6908,  241.6219,    5.0933,   67.2757,   67.4134,   10.9996,   11.5278,   18.7019,   18.3783,    0.0000,    0.0000,    0.0000,  109.2531,    0.0000,    0.0000,  694.8512,  695.4816,    0.0771,    0.1454,   12.3904,  111.2090,  490.3353,   62.7789,   13.8073,      3060
   135,    0.0000,   52.0067,  241.6065,    3.9979,   67.4436,   67.2996,   10.9277,   11.5498,   15.2195,   20.3347,    0.0000,    0.0000,    0.0000,  107.5124,    0.0000,    0.0000,  694.4751,  695.1199,    0.0785,    0.1540,   12.2454,  109.7964,  491.0218,   62.7044,   14.7711,      3060
   136,    0.0000,   51.0876,  241.5123,    4.6648,   67.5045,   67.3068,   11.2268,   11.6079,   14.7592,   19.0950,    0.0000,    0.0000,    0.0000,  107.5104,    0.0000,    0.0000,  694.7368,  695.3756,    0.0780,    0.1465,   13.3902,  109.1176,  489.4219,   61.8798,   15.8401,      3060
   137,    0.0000,   53.8785,  237.7697,    5.0307,   67.6666,   67.4138,   10.9148,   11.6432,   13.8529,   16.8940,    0.0000,    0.0000,    0.0000,  108.8862,    0.0000,    0.0000,  691.6563,  692.3102,    0.0770,    0.1533,   12.1363,  110.7439,  485.7323,   62.3809,   16.9899,      3060
   138,    0.0000,   54.1623,  238.0770,    3.8308,   67.3612,   66.5095,   11.1698,   10.9322,   16.5500,   15.3627,    0.0000,    0.0000,    0.0000,  105.7461,    0.0000,    0.0000,  681.1674,  681.8151,    0.0764,    0.1513,   12.7611,  107.3377,  484.5541,   55.4130,   17.9337,      3060
   139,    0.0000,   57.6933,  228.8159,    2.4900,   67.2673,   66.5180,   11.1476,   11.3205,    9.9642,   18.3134,    0.0000,    0.0000,    0.0000,  102.5016,    0.0000,    0.0000,  671.8668,  672.5188,    0.0782,    0.1518,   13.0656,  104.3470,  474.1787,   56.2619,   20.2243,      3060
   140,    0.0000,   45.3895,  240.9617,    3.1309,   66.8884,   66.4072,   11.3485,   11.0668,   25.5016,   17.5091,    0.0000,    0.0000,    0.0000,  101.0637,    0.0000,    0.0000,  679.4164,  680.0667,    0.0775,    0.1488,   13.4262,  103.0472,  488.8404,   51.3572,   18.4995,      3060
   141,    0.0000,   47.8778,  238.2637,    3.9974,   67.1911,   66.5522,   11.2704,   10.8873,   18.4079,   19.8149,    0.0000,    0.0000,    0.0000,  107.8235,    0.0000,    0.0000,  684.5064,  685.1541,    0.0778,    0.1520,   13.4476,  109.5066,  484.8362,   55.5304,   16.8476,      3060
   142,    0.0000,   46.1111,  240.7211,    4.6776,   67.1343,   67.0856,   10.8938,   11.6825,   21.5690,   18.0608,    0.0000,    0.0000,    0.0000,  108.8012,    0.0000,    0.0000,  691.2532,  691.9104,    0.0779,    0.1531,   12.4466,  110.8769,  488.5569,   59.6616,   15.6799,      3060
   143,    0.0000,   47.5926,  242.6840,    4.7300,   67.0572,   67.1531,   11.1299,   11.4700,   19.9296,   18.7682,    0.0000,    0.0000,    0.0000,  107.2420,    0.0000,    0.0000,  693.2666,  693.9115,    0.0789,    0.1473,   12.9535,  109.4468,  491.1269,   59.2115,   15.6207,      3060
   144,    0.0000,   40.8745,  242.4837,    4.8442,   66.9441,   67.1486,   10.9005,   11.4194,   26.6231,   18.7895,    0.0000,    0.0000,    0.0000,  110.0500,    0.0000,    0.0000,  692.8283,  693.4702,    0.0781,    0.1461,   12.3934,  111.6559,  490.6208,   58.9166,   15.0051,      3060
   145,    0.0000,   49.9357,  242.9974,    4.8275,   67.4812,   67.1285,   10.9022,   11.4133,   18.2766,   17.8571,    0.0000,    0.0000,    0.0000,  109.4273,    0.0000,    0.0000,  692.7551,  693.3983,    0.0769,    0.1514,   12.3642,  111.1706,  491.4117,   59.4991,   14.2191,      3060
   146,    0.0000,   48.4577,  235.8691,    0.6511,   66.7206,   65.1088,   10.2683,    9.8016,   22.4906,   22.2070,    0.0000,    0.0000,    0.0000,  118.2513,    0.0000,    0.0000,  659.8825,  660.5232,    0.0785,    0.1438,    6.1287,  119.0562,  482.0897,   43.8818,    7.9940,      3060
   147,    0.0000,   43.7251,  241.1181,    4.3170,   69.7786,   70.8719,   12.1933,   12.0063,   19.8284,   15.4574,    0.0000,    0.0000,    0.0000,  109.6353,    0.0000,    0.0000,  691.9276,  692.3656,    0.0274,    0.1096,   14.7079,  111.2661,  489.8697,   56.8360,   14.2249,      3060
   148,    0.0000,   36.3891,  242.1552,    4.8760,   67.5355,   68.4826,   11.5911,   11.4534,   28.9261,   17.1326,    0.0000,    0.0000,    0.0000,  111.1906,    0.0000,    0.0000,  691.1127,  691.5566,    0.0285,    0.1098,   13.6253,  113.1427,  489.0137,   57.0829,   14.0182,      3060
   149,    0.0000,   44.5794,  241.3680,    4.9636,   67.6897,   68.4923,   11.7673,   11.7465,   19.5229,   17.7941,    0.0000,    0.0000,    0.0000,  109.4706,    0.0000,    0.0000,  691.1536,  691.6034,    0.0285,    0.1117,   13.5327,  112.1350,  488.4186,   58.4637,   14.5573,      3060
   150,    0.0000,   34.8138,  237.2159,    5.1968,   67.8066,   68.7906,   11.7694,   11.8709,   29.1328,   16.4248,    0.0000,    0.0000,    0.0000,  110.4396,    0.0000,    0.0000,  687.9296,  688.3779,    0.0292,    0.1117,   13.6679,  112.5942,  483.5343,   57.4457,   16.3804,      3060
   151,    0.0000,   38.0288,  234.9786,    4.6163,   67.5536,   68.1375,   11.4912,   11.1988,   27.6091,   16.3581,    0.0000,    0.0000,    0.0000,  109.7723,    0.0000,    0.0000,  683.7680,  684.1838,    0.0255,    0.1058,   13.5397,  112.1174,  480.4426,   57.5096,   16.4189,      3060
   152,    0.0000,   30.2012,  237.7289,    4.7988,   67.4157,   68.2255,   11.6209,   11.2959,   35.3150,   14.6498,    0.0000,    0.0000,    0.0000,  107.3232,    0.0000,    0.0000,  679.8094,  680.2218,    0.0252,    0.1065,   13.7742,  110.4324,  481.7311,   51.7734,   18.3570,      3060
   153,    0.0000,   46.7344,  225.9193,    3.7991,   67.6400,   68.3476,   11.6924,   11.6588,   16.6825,   15.2104,    0.0000,    0.0000,    0.0000,  105.3137,    0.0000,    0.0000,  673.5685,  673.9912,    0.0255,    0.1060,   13.7321,  109.0126,  468.2153,   58.9627,   19.8249,      3060
   154,    0.0000,   51.2572,  238.8910,    4.7169,   67.9634,   68.0068,   11.6888,   11.1720,   16.2859,   13.9583,    0.0000,    0.0000,    0.0000,  103.6727,    0.0000,    0.0000,  680.7665,  681.1866,    0.0265,    0.1052,   13.9750,  107.6198,  484.4502,   53.9470,   16.5319,      3060
   155,    0.0000,   46.7392,  240.1570,    4.8888,   68.2524,   68.7394,   12.0097,   11.7865,   15.6658,   17.1767,    0.0000,    0.0000,    0.0000,  110.0286,    0.0000,    0.0000,  691.5436,  691.9790,    0.0279,    0.1084,   14.1501,  112.5513,  485.9858,   57.5459,   16.5855,      3060
   156,    0.0000,   44.6612,  240.8448,    4.9055,   68.1592,   68.7451,   12.0220,   11.7020,   17.6454,   17.7374,    0.0000,    0.0000,    0.0000,  110.4157,    0.0000,    0.0000,  692.5346,  692.9642,    0.0269,    0.1075,   13.9367,  113.1741,  486.9377,   58.2823,   15.9187,      3060
   157,    0.0000,   45.7176,  243.3540,    5.0001,   68.2292,   68.7996,   11.9857,   11.3898,   17.3096,   17.3909,    0.0000,    0.0000,    0.0000,  110.5025,    0.0000,    0.0000,  693.6463,  694.0714,    0.0255,    0.1065,   13.9324,  113.1842,  489.7124,   57.9858,   14.4890,      3060
   158,    0.0000,   47.2444,  243.3327,    4.7941,   68.3963,   68.8170,   11.9113,   11.2900,   16.5814,   16.7493,    0.0000,    0.0000,    0.0000,  111.6365,    0.0000,    0.0000,  693.9489,  694.3737,    0.0258,    0.1069,   13.9391,  113.6437,  489.6389,   58.9029,   13.6077,      3060
   159,    0.0000,   48.7013,  245.4668,    4.2601,   68.5109,   68.5356,   11.8179,   11.3206,   15.8557,   16.3427,    0.0000,    0.0000,    0.0000,  110.5778,    0.0000,    0.0000,  694.8304,  695.2734,    0.0275,    0.1104,   13.8114,  113.0789,  491.3328,   58.9081,   13.2161,      3060
   160,    0.0000,   45.9079,  246.8540,    4.6929,   68.1092,   68.4912,   11.7780,   11.4668,   17.6053,   16.0450,    0.0000,    0.0000,    0.0000,  110.0323,    0.0000,    0.0000,  694.4920,  694.9357,    0.0267,    0.1102,   13.9085,  112.5629,  491.4391,   58.1025,   13.9620,      3060
   161,    0.0000,   47.8171,  245.5408,    4.1317,   68.1705,   68.4569,   11.7569,   11.3380,   12.4657,   21.3220,    0.0000,    0.0000,    0.0000,  109.9650,    0.0000,    0.0000,  694.1241,  694.5673,    0.0270,    0.1093,   13.9585,  112.1954,  491.4945,   57.9685,   13.9868,      3060
   162,    0.0000,   48.5468,  245.5300,    4.4443,   68.1326,   68.4883,   11.7757,   11.4597,   14.4197,   20.9972,    0.0000,    0.0000,    0.0000,  107.4125,    0.0000,    0.0000,  694.0583,  694.5013,    0.0265,    0.1093,   13.8425,  109.3623,  494.3026,   58.5149,   13.6315,      3060
   163,    0.0000,   58.0485,  237.4216,    2.7355,   67.4475,   66.5483,   10.6382,   10.2309,   10.7612,   22.5166,    0.0000,    0.0000,    0.0000,  102.1308,    0.0000,    0.0000,  678.9494,  679.3610,    0.0278,    0.1053,   12.6919,  103.9258,  486.7999,   59.6892,   11.2600,      3060
   164,    0.0000,   47.0528,  227.7011,    2.5538,   67.1705,   66.2810,   10.7719,   10.0938,   18.5363,   24.8410,    0.0000,    0.0000,    0.0000,  104.8366,    0.0000,    0.0000,  672.1180,  672.5275,    0.0254,    0.1029,   12.4150,  106.1677,  475.4439,   59.6583,   14.3284,      3060
   165,    0.0000,   50.2527,  219.0839,    2.7165,   67.2359,   66.3535,   10.7115,   10.4783,   16.4743,   22.8617,    0.0000,    0.0000,    0.0000,  102.3277,    0.0000,    0.0000,  669.3558,  669.7687,    0.0252,    0.1040,   12.5782,  104.0513,  466.6182,   66.2653,   15.4142,      3060
   166,    0.0000,   57.4203,  220.3125,    2.7310,   67.3825,   66.4395,   10.6002,   10.5076,   11.3773,   21.1520,    0.0000,    0.0000,    0.0000,  100.4113,    0.0000,    0.0000,  662.9888,  663.4087,    0.0263,    0.1052,   12.5291,  102.1704,  468.4015,   59.0414,   16.5428,      3060
   167,    0.0000,   61.3495,  215.7226,    2.0156,   67.3199,   66.4634,   10.3786,   10.7666,    7.8628,   20.4139,    0.0000,    0.0000,    0.0000,   99.8478,    0.0000,    0.0000,  660.2277,  660.6414,    0.0250,    0.1066,   12.1255,  101.5324,  462.7608,   63.2266,   16.9877,      3060
   168,    0.0000,   49.4578,  235.1914,    2.6680,   66.8196,   66.1240,   10.5911,   10.5425,   25.7814,   18.9530,    0.0000,    0.0000,    0.0000,   97.4701,    0.0000,    0.0000,  668.5988,  669.0085,    0.0259,    0.1059,   12.2595,   99.2261,  486.6170,   50.7544,   15.5013,      3060
   169,    0.0000,   44.1405,  233.4667,    2.8502,   66.9322,   66.1160,   10.6371,   10.3470,   25.3803,   22.6632,    0.0000,    0.0000,    0.0000,  104.7174,    0.0000,    0.0000,  674.1447,  674.5502,    0.0263,    0.1031,   12.2527,  106.1781,  482.9746,   54.4542,   14.0863,      3060
   170,    0.0000,   45.1149,  234.3525,    2.9531,   67.1072,   66.1194,   10.5714,   10.3046,   24.7425,   22.1766,    0.0000,    0.0000,    0.0000,  103.8846,    0.0000,    0.0000,  675.2834,  675.6843,    0.0265,    0.1059,   12.2971,  105.5544,  483.8738,   56.1319,   12.9668,      3060
   171,    0.0000,   45.2261,  240.3430,    3.3750,   67.0954,   66.8358,   10.9300,   11.2197,   24.0366,   21.5768,    0.0000,    0.0000,    0.0000,  103.8746,    0.0000,    0.0000,  682.4318,  682.8498,    0.0275,    0.1047,   12.7475,  105.8061,  491.1616,   56.4679,   11.7632,      3060
   172,    0.0000,   43.6795,  240.3727,    3.4892,   66.9991,   66.8658,   10.9221,   11.1447,   24.5280,   22.0775,    0.0000,    0.0000,    0.0000,  105.4470,    0.0000,    0.0000,  682.9016,  683.3186,    0.0260,    0.1047,   12.7819,  106.7399,  490.5557,   56.8912,   11.3620,      3060
   173,    0.0000,   45.7944,  241.6193,    3.5676,   67.1573,   66.8130,   11.0185,   11.1149,   22.7499,   20.5944,    0.0000,    0.0000,    0.0000,  104.6914,    0.0000,    0.0000,  683.0177,  683.4351,    0.0263,    0.1062,   12.8787,  106.2767,  490.9018,   57.4346,   10.9339,      3060
   174,    0.0000,   44.5137,  241.9615,    3.4918,   67.0679,   66.8949,   10.9518,   11.0814,   23.8317,   20.2474,    0.0000,    0.0000,    0.0000,  104.8009,    0.0000,    0.0000,  682.6010,  683.0168,    0.0273,    0.1075,   12.7365,  106.5239,  490.5130,   57.6727,   10.8245,      3060
   175,    0.0000,   47.4361,  240.9923,    2.9247,   67.0879,   66.3844,   11.0348,   10.7009,   20.5637,   21.8380,    0.0000,    0.0000,    0.0000,  103.4277,    0.0000,    0.0000,  679.8806,  680.2935,    0.0258,    0.1052,   12.7574,  105.3262,  489.4209,   55.8481,   12.2286,      3060
